latitude;longitude;descr_cat_veh;descr_agglo;descr_athmo;description_intersection;age;descr_grav;descr_motif_traj;descr_type_col
50.8833;1.66667;1;1;2;1;65;2;2;1
50.4833;2.96667;2;1;2;1;75;2;2;1
50.45;1.76667;2;1;2;1;35;2;1;1
50.4167;2.93333;1;1;2;1;35;2;2;1
50.65;1.65;2;1;1;1;38;2;1;1
50.3667;2.81667;2;1;1;1;62;2;1;1
50.4167;1.73333;2;1;2;1;43;2;2;1
50.4333;2.71667;1;1;2;1;54;2;1;1
50.4333;2.71667;1;1;2;1;48;2;1;1
49.2333;-0.233333;1;1;2;2;50;2;1;1
48.7833;1.81667;2;1;2;1;39;2;2;1
48.7833;1.81667;2;1;2;1;40;2;2;1
48.5833;1.78333;2;1;2;2;34;2;2;1
48.5833;1.78333;2;1;2;2;59;2;2;1
48.9333;1.73333;2;1;2;1;43;2;2;1
43.4833;-1.48333;2;1;1;1;27;2;2;1
43.65;4.11667;2;1;2;1;93;2;1;1
43.5323;3.86084;2;1;2;1;81;2;2;1
43.7;-1.0;1;1;2;1;37;2;2;1
43.6333;-0.483333;2;1;1;1;27;2;2;1
43.6333;-0.483333;2;1;1;1;56;2;2;1
47.0333;5.45;2;1;2;1;35;2;1;1
46.7;5.96667;1;1;1;1;43;2;1;1
46.7667;5.45;2;1;2;1;33;2;1;1
46.7667;5.45;2;1;2;1;73;2;1;1
43.4167;3.3;2;1;2;1;34;2;2;1
43.8333;3.91667;2;1;2;1;52;2;2;1
43.5667;3.95;2;1;2;1;32;2;2;1
43.5667;3.95;2;1;2;1;33;2;2;1
47.95;5.26667;2;1;1;1;31;2;1;1
47.95;5.26667;2;1;1;1;65;2;1;1
48.585;5.03667;2;1;2;1;32;2;1;1
48.585;5.03667;2;1;2;1;71;2;1;1
48.1167;5.13333;2;1;2;1;34;2;2;1
48.1167;5.13333;2;1;2;1;33;2;2;1
43.2667;2.88333;2;1;1;1;37;2;2;1
43.2667;2.88333;2;1;1;1;53;2;2;1
43.25;2.41667;2;1;2;1;88;2;1;1
43.1;3.08333;2;1;2;1;50;2;2;1
42.9167;3.03333;2;1;2;1;80;2;2;1
43.1833;2.45;2;1;1;1;59;2;2;1
43.5333;3.93333;2;1;2;1;57;2;2;1
43.6667;3.9;1;1;2;1;59;2;1;1
43.5833;3.51667;2;1;2;1;71;2;2;1
43.2667;3.21667;2;1;2;1;58;2;1;1
43.65;3.7;2;1;2;1;38;2;2;1
47.1667;5.5;2;1;2;1;60;2;2;1
46.9333;5.78333;2;1;2;1;68;2;1;1
49.1667;-1.13333;1;1;1;1;34;2;1;1
48.75;-1.45;1;1;1;1;40;2;1;1
43.45;3.61667;1;1;2;1;60;1;1;1
45.15;-0.6;2;1;2;1;43;1;2;1
45.05;-0.483333;2;1;2;1;41;1;2;1
44.85;-0.316667;1;1;2;1;61;1;1;1
44.8;-0.25;1;1;2;1;56;1;2;1
48.0667;-2.88333;1;1;1;1;78;1;2;1
44.1333;0.35;2;1;2;1;71;1;2;1
44.3833;0.833333;2;1;1;1;50;1;2;1
44.2833;0.766667;1;1;1;1;50;1;1;1
43.5833;3.51667;1;1;2;1;69;1;1;1
43.65;3.5;2;1;2;1;64;1;1;1
43.4167;3.16667;2;1;2;1;71;1;1;1
43.45;3.41667;2;1;2;1;43;1;2;1
44.1;4.51667;2;1;2;1;48;1;1;1
43.9333;4.21667;2;1;2;1;33;1;2;1
46.8167;6.3;2;1;2;2;46;1;2;1
47.1667;6.65;2;1;2;1;41;1;1;1
46.8833;6.38333;2;1;1;1;70;1;2;1
47.3;6.01667;1;1;1;1;36;1;1;1
47.2333;6.06667;2;1;2;1;43;1;1;1
43.9333;4.68333;2;1;1;1;87;1;2;1
44.0056;4.13084;2;1;2;1;44;1;2;1
48.5833;2.56667;2;1;1;1;33;1;1;1
48.5667;2.61667;1;1;2;2;75;1;1;1
48.7333;2.76667;1;1;2;1;51;1;2;1
48.8167;2.83333;2;1;2;1;47;1;2;1
48.45;2.76667;2;1;2;1;51;1;2;1
43.8;4.25;1;1;1;1;61;1;1;1
48.0;2.36667;2;1;1;2;65;1;1;1
49.3833;2.5;2;1;2;1;50;1;2;1
48.755;0.0694444;1;1;1;1;64;1;1;1
47.8333;1.7;2;1;2;1;52;1;2;1
47.8333;1.7;2;1;2;1;39;1;1;1
48.9333;2.78333;2;1;2;1;41;1;2;1
48.6833;3.43333;1;1;1;1;47;1;1;1
48.4;2.7;2;1;2;1;62;1;2;1
48.6553;2.63472;2;1;1;1;68;1;1;1
45.9333;6.63333;2;1;1;2;70;1;1;1
46.6667;-1.43333;2;2;2;1;47;1;2;1
47.2167;-1.55;2;2;1;1;83;1;2;1
47.2;-1.56667;2;2;2;1;35;1;2;1
47.2167;-1.55;2;2;2;1;59;1;2;1
47.2167;-1.55;1;2;2;1;43;1;2;1
47.2167;-1.55;2;2;2;1;41;1;2;1
47.2833;-2.2;2;2;2;2;40;1;1;1
46.9667;-1.43333;2;2;1;1;51;1;1;1
47.2833;-2.2;1;2;2;1;59;1;1;1
47.2667;-1.61667;1;2;2;1;63;1;1;1
47.3167;-1.73333;2;2;2;1;34;1;1;1
47.6667;-2.75;2;2;2;2;43;1;2;1
47.6667;-2.75;2;2;2;2;15;1;2;1
47.6833;-2.75;2;2;1;1;34;1;1;1
47.7037;1.04611;2;2;2;1;34;1;2;1
47.7667;-3.01667;1;2;2;1;38;1;1;1
47.9167;-3.33333;2;2;2;1;76;1;2;1
50.1;3.83333;2;2;2;1;93;1;2;1
50.1667;3.23333;2;2;2;2;41;1;2;1
50.35;3.43333;2;2;2;1;42;1;1;1
50.6167;3.01667;2;2;2;1;37;1;2;1
50.6167;3.01667;2;2;2;1;50;1;2;1
50.6167;3.01667;2;2;2;1;77;1;2;1
50.6167;3.01667;2;2;2;1;33;1;2;1
50.6167;3.01667;2;2;2;1;34;1;2;1
50.7333;2.7;2;2;1;1;82;1;2;1
50.2;3.58333;2;2;2;1;60;1;2;1
50.1333;3.3;2;2;2;2;65;1;2;1
50.0;4.05;2;2;2;1;36;1;2;1
50.3667;3.28333;2;2;2;1;39;1;2;1
50.6333;3.23333;1;2;2;1;40;1;1;1
50.7167;3.15;2;2;2;2;35;1;2;1
50.7167;3.15;1;2;1;1;40;1;1;1
50.6333;3.06667;2;2;1;1;88;1;2;1
50.0689;3.33584;1;2;1;1;47;1;1;1
51.05;2.36667;2;2;1;2;44;1;2;1
51.05;2.36667;2;2;1;2;14;1;2;1
51.05;2.36667;2;2;1;2;46;1;2;1
50.6759;3.06611;2;2;1;2;34;1;2;1
43.0833;0.583333;1;2;2;1;62;1;1;1
43.5333;1.53333;2;2;2;1;62;1;1;1
43.6;1.43333;1;2;1;1;56;1;1;1
43.6;1.43333;2;2;2;2;45;1;2;1
47.35;0.666667;2;2;1;1;33;1;2;1
47.85;4.55;2;2;1;1;52;1;1;1
47.3167;5.01667;1;2;2;2;57;1;1;1
47.3167;5.01667;2;2;2;1;69;1;2;1
43.5323;3.86084;2;2;2;1;35;1;2;1
43.6;3.88333;2;2;2;1;94;1;2;1
43.6;3.88333;2;2;2;1;84;1;2;1
49.3;-0.65;2;2;2;1;43;1;2;1
49.3;-0.65;2;2;2;1;43;1;2;1
49.15;0.233333;2;2;2;2;61;1;1;1
49.0667;-0.366667;1;2;2;1;57;1;1;1
49.0737;-0.07;1;2;1;1;59;1;1;1
49.0833;-0.6;2;2;2;1;39;1;2;1
48.8333;-0.883333;2;2;2;1;41;1;1;1
48.8333;-0.883333;2;2;2;1;42;1;1;1
48.9333;-0.5;2;2;2;1;84;1;2;1
49.1833;-0.35;2;2;1;2;55;1;1;1
49.2167;-0.466667;2;2;2;1;35;1;1;1
49.1833;-0.35;2;2;2;1;55;1;2;1
49.15;0.233333;2;2;1;2;69;1;1;1
49.1833;-0.35;2;2;2;2;34;1;1;1
49.15;-0.45;2;2;2;1;53;1;1;1
50.3167;2.5;1;2;2;2;35;1;1;1
50.45;2.65;2;2;2;1;45;1;1;1
50.4667;2.98333;2;2;1;1;43;1;1;1
50.8333;1.8;1;2;2;1;69;1;2;1
50.9333;2.1;2;2;1;2;41;1;2;1
50.45;2.9;2;2;2;1;56;1;2;1
50.4833;2.48333;2;2;2;2;34;1;1;1
50.3;2.775;2;2;2;1;68;1;2;1
50.6333;2.25;1;2;2;1;53;1;1;1
50.6667;1.83333;2;2;2;1;44;1;2;1
50.4833;1.61667;2;2;2;1;36;1;2;1
50.3667;1.66667;2;2;1;1;53;1;2;1
50.4333;2.71667;2;2;2;1;47;1;1;1
50.4333;2.71667;2;2;2;1;33;1;2;1
50.4167;2.55;2;2;2;1;98;1;2;1
50.8333;1.8;2;2;2;1;37;1;2;1
50.8667;1.86667;2;2;2;2;76;1;2;1
50.45;2.53333;2;2;2;1;36;1;2;1
50.45;2.53333;2;2;2;1;31;1;2;1
50.45;2.53333;2;2;2;1;43;1;2;1
50.4084;1.59278;2;2;2;1;38;1;2;1
47.8;0.916667;2;2;2;1;31;1;1;1
47.3589;1.74361;2;2;2;2;59;1;2;1
47.3589;1.74361;2;2;1;1;75;1;2;1
43.3167;-0.4;2;2;2;1;42;1;2;1
43.3167;-0.4;2;2;2;1;34;1;2;1
48.9833;1.66667;2;2;2;1;59;1;2;1
48.7833;2.0;2;2;2;2;35;1;2;1
43.3583;-1.775;2;2;2;1;40;1;2;1
43.3583;-1.775;1;2;2;1;39;1;2;1
46.3167;-0.583333;2;2;2;2;66;1;1;1
46.1234;-0.131667;1;2;2;2;65;1;1;1
43.9167;3.73333;2;2;2;1;92;1;2;1
43.6;3.88333;2;2;2;2;83;1;2;1
48.7167;1.4;2;2;2;1;34;1;1;1
48.7167;1.4;2;2;2;1;93;1;2;1
43.65;3.55;2;2;2;1;67;1;1;1
43.6833;4.13333;2;2;2;1;36;1;2;1
43.6;3.88333;2;2;2;2;36;1;1;1
43.6;3.88333;2;2;2;2;59;1;1;1
43.6;3.88333;1;2;1;2;38;1;1;1
43.5167;5.26667;2;2;2;1;61;1;1;1
48.1167;5.13333;2;2;1;2;44;1;2;1
43.6;3.88333;2;2;2;1;38;1;1;1
43.6;3.88333;2;2;2;2;58;1;2;1
43.6;3.88333;2;2;2;2;81;1;2;1
43.5667;3.9;2;2;2;1;39;1;2;1
43.4;3.68333;2;2;2;1;40;1;1;1
49.0333;-0.983333;2;2;2;1;91;1;2;1
49.0333;-0.983333;2;2;2;1;84;1;2;1
49.65;-1.65;2;2;2;2;50;1;2;1
49.65;-1.65;2;2;2;1;62;1;2;1
49.65;-1.65;2;2;2;2;64;1;2;1
48.8333;-1.21667;2;2;2;1;88;1;2;1
49.65;-1.65;2;2;1;2;35;1;2;1
43.4167;3.41667;2;2;2;1;54;1;2;1
43.3833;3.18333;1;2;2;2;49;1;1;1
43.6;3.88333;1;2;2;1;35;1;2;1
44.8333;-0.633333;2;2;1;1;57;1;2;1
44.8667;-0.533333;2;2;1;2;88;1;2;1
44.8667;-0.533333;2;2;1;2;26;1;2;1
44.8333;-0.633333;1;2;2;2;38;1;1;1
44.8;-0.616667;2;2;1;2;62;1;1;1
45.05;-0.666667;2;2;2;1;43;1;1;1
44.6667;-0.483333;2;2;2;1;55;1;1;1
45.0167;-0.616667;1;2;2;1;50;1;2;1
47.6667;-2.75;2;2;2;1;48;1;2;1
47.75;-3.36667;2;2;2;1;79;1;2;1
48.5167;-2.78333;2;2;2;1;66;1;1;1
44.3333;0.716667;2;2;2;1;59;1;1;1
44.1667;0.7;1;2;2;2;62;1;1;1
48.35;6.63333;2;2;2;2;88;1;1;1
43.5667;3.9;1;2;2;2;60;1;1;1
43.6;3.88333;2;2;2;1;37;1;2;1
43.6;3.88333;2;2;2;1;37;1;2;1
43.4167;3.6;2;2;2;1;74;1;2;1
43.6;3.88333;1;2;2;1;41;1;1;1
43.6;3.88333;1;2;2;1;56;1;1;1
47.0;6.48333;2;2;2;1;51;1;1;1
47.0;6.48333;1;2;2;1;57;1;2;1
47.2667;6.21667;2;2;2;1;67;1;1;1
47.2333;6.36667;1;2;1;1;55;1;1;1
43.7333;4.2;2;2;2;1;35;1;1;1
48.3167;6.9;2;2;2;1;36;1;2;1
47.8833;1.86667;2;2;1;1;32;1;2;1
47.9;1.96667;2;2;2;1;48;1;1;1
49.0333;2.33333;2;2;1;1;71;1;2;1
49.0;2.28333;1;2;2;2;49;1;1;1
49.0167;2.46667;1;2;2;1;46;1;1;1
49.0;2.51667;2;2;2;1;44;1;1;1
48.5333;2.66667;1;2;2;1;54;1;1;1
47.9833;2.7;1;2;1;1;91;1;2;1
49.65;1.98333;2;2;2;1;73;1;1;1
49.6333;2.3;1;2;2;2;36;1;2;1
49.6333;2.3;2;2;2;1;80;1;2;1
48.8333;2.66667;2;2;2;1;39;1;1;1
48.8333;2.66667;2;2;2;1;69;1;1;1
48.5333;2.54528;2;2;2;1;50;1;1;1
48.6333;2.55;2;2;2;1;33;1;2;1
48.6333;2.55;2;2;2;1;33;1;2;1
48.5667;2.58333;2;2;2;2;40;1;2;1
48.8833;2.6;2;2;2;1;51;1;1;1
48.5;2.8;2;2;2;1;86;1;1;1
46.1;6.51667;2;2;2;1;45;1;2;1
45.9;6.71667;2;2;2;1;41;1;2;1
48.3;4.08333;2;2;2;2;45;1;1;1
48.2667;4.1;2;2;2;1;62;1;2;1
49.85;2.26667;2;1;2;1;49;1;2;1
47.4167;-1.1;2;1;2;1;45;1;1;1
47.1333;-1.73333;2;1;1;1;40;1;2;1
47.4333;-2.08333;1;1;1;1;64;1;1;1
48.3833;2.9;1;1;2;1;65;1;1;1
48.7;2.86667;2;1;2;1;41;1;2;1
48.9333;2.73333;1;1;2;1;40;1;1;1
48.6359;2.79861;1;1;2;1;63;1;1;1
48.7333;2.76667;2;1;2;1;39;1;2;1
48.55;2.73333;2;1;2;1;41;1;1;1
48.55;3.21667;1;1;2;1;76;1;1;1
48.55;3.21667;1;1;2;1;55;1;1;1
45.75;0.583333;1;1;2;1;48;1;1;1
45.75;0.583333;1;1;2;1;49;1;1;1
43.6833;2.85833;1;1;1;1;64;1;1;1
49.0167;1.98333;1;1;1;1;56;1;2;1
43.6;5.48333;1;1;2;1;49;1;1;1
43.8;4.66667;2;1;2;2;21;1;2;1
43.8;4.66667;2;1;2;2;58;1;2;1
44.0;4.45;1;1;1;1;70;1;1;1
43.9333;4.31667;2;1;2;1;62;1;1;1
43.3573;3.12;1;1;2;1;69;1;1;1
43.3;3.41667;1;1;2;1;56;1;1;1
43.4167;2.95;2;1;2;1;41;1;1;1
43.5833;3.76667;1;1;2;1;49;1;1;1
43.5667;3.9;2;1;2;1;32;1;2;1
43.5667;3.9;2;1;2;1;32;1;2;1
43.5667;3.9;2;1;2;1;36;1;2;1
43.5667;3.9;2;1;2;1;41;1;2;1
43.5667;3.9;2;1;2;1;45;1;2;1
43.45;3.38333;2;1;2;1;52;1;2;1
43.7333;3.81667;2;1;2;1;81;1;2;1
49.1833;2.0;1;1;2;1;54;1;2;1
49.2167;2.61667;2;1;2;1;92;1;2;1
43.5503;-0.985278;2;1;1;1;36;1;1;1
43.5503;-0.985278;2;1;1;1;77;1;2;1
48.4;-2.73333;1;1;1;1;61;1;1;1
46.8833;1.85;2;1;1;1;71;1;2;1
44.4833;-1.075;2;1;2;1;44;1;2;1
49.8;1.45;2;1;1;1;55;1;2;1
47.5833;6.75;1;1;1;1;62;1;1;1
47.5833;6.75;2;1;1;1;40;1;1;1
48.95;0.816667;1;1;1;1;61;1;1;1
48.7333;0.933333;2;1;1;1;66;1;2;1
48.7333;0.933333;2;1;1;1;63;1;2;1
48.6167;2.6;1;1;1;1;36;1;1;1
48.6167;2.6;1;1;1;1;33;1;1;1
48.6167;2.6;1;1;1;1;34;1;1;1
48.6167;2.6;1;1;1;1;35;1;1;1
48.6167;2.6;1;1;1;1;35;1;1;1
48.85;2.63333;2;1;1;1;45;1;2;1
48.85;2.63333;2;1;1;1;34;1;2;1
48.3667;2.5;1;1;2;1;71;1;1;1
48.6667;2.85;1;1;2;2;55;1;2;1
48.6667;2.56667;2;1;2;1;52;1;2;1
48.95;2.86667;1;1;2;1;69;1;1;1
48.9167;2.65;1;1;1;2;51;1;1;1
47.65;0.833333;2;1;1;1;42;1;1;1
47.2037;1.02361;2;1;1;1;77;1;2;1
47.3833;0.733333;2;1;2;1;32;1;1;1
46.0667;4.6;2;1;2;1;48;1;2;1
46.1167;4.76667;2;1;2;1;43;1;1;1
45.7333;4.65;1;1;1;1;45;1;1;1
45.0833;-0.533333;2;1;2;1;46;3;1;1
44.8;-0.25;1;1;2;1;53;3;2;1
44.2833;0.766667;2;1;1;1;90;3;2;1
44.6333;0.75;2;1;2;1;72;3;2;1
43.45;3.41667;1;1;2;1;61;3;2;1
46.9333;6.31667;2;1;1;1;56;3;1;1
47.3;6.01667;2;1;1;1;51;3;2;1
44.0833;4.15;1;1;1;1;61;3;2;1
48.5667;2.61667;1;1;2;2;42;3;1;1
48.0667;2.05;2;1;2;1;33;3;1;1
48.755;0.0694444;2;1;1;1;38;3;1;1
48.8167;3.01667;1;1;2;1;65;3;1;1
48.6833;3.43333;2;1;1;1;73;3;2;1
45.75;6.3;1;1;2;1;41;3;2;1
48.5167;3.6;2;1;2;1;69;3;1;1
43.6669;1.19528;2;2;2;1;83;3;2;1
43.6;3.88333;1;2;1;2;29;3;2;1
46.95;5.88333;2;2;2;1;83;3;1;1
49.65;-1.65;1;2;2;2;36;3;2;1
43.3833;3.18333;1;2;2;2;39;3;2;1
49.0167;2.46667;2;2;2;1;65;3;1;1
47.6;0.6;2;1;2;1;39;3;2;1
47.1167;-2.1;1;1;1;1;30;3;1;1
48.55;3.21667;2;1;2;1;41;3;2;1
45.7667;-0.133333;2;1;2;1;51;3;2;1
43.8833;2.55;1;1;1;1;84;3;2;1
43.3573;3.12;2;1;2;1;54;3;2;1
43.45;3.38333;2;1;2;1;102;3;2;1
49.1833;0.883333;1;1;1;1;30;3;1;1
48.95;0.816667;2;1;1;1;91;3;2;1
48.6167;2.6;2;1;1;1;39;3;1;1
48.9939;3.17306;2;1;2;1;48;3;1;1
48.6167;3.2;2;1;2;1;36;3;2;1
48.95;2.86667;2;1;2;1;39;3;2;1
48.5667;2.81667;2;1;1;2;77;3;1;1
48.6333;2.76667;2;1;2;1;39;3;1;1
43.45;2.85;2;1;2;1;57;3;2;1
44.9917;-0.441667;2;1;1;1;42;3;2;1
44.9917;-0.441667;2;1;1;1;37;3;2;1
45.15;-0.6;1;1;2;1;43;3;2;1
44.85;-0.316667;1;1;2;1;31;3;1;1
48.0667;-2.88333;1;1;1;1;42;3;2;1
47.75;-2.78333;2;1;1;1;93;3;1;1
44.1667;0.7;2;1;1;1;78;3;2;1
44.1667;0.7;2;1;1;1;58;3;1;1
44.3833;0.833333;2;1;1;1;92;3;2;1
44.6333;0.75;1;1;2;1;42;3;1;1
43.4;3.68333;2;1;2;1;60;3;1;1
43.4;3.68333;2;1;2;1;91;3;1;1
43.4;3.68333;2;1;2;1;91;3;1;1
43.45;3.75;1;1;2;1;54;3;1;1
43.45;3.75;2;1;2;1;96;3;1;1
43.45;3.75;2;1;2;1;57;3;1;1
43.6167;4.01667;2;1;2;1;36;3;2;1
43.4167;3.16667;1;1;2;1;79;3;1;1
43.4167;3.23333;2;1;2;1;79;3;2;1
44.1;4.51667;2;1;2;1;56;3;2;1
43.9333;4.21667;2;1;2;1;57;3;2;1
44.0333;3.73333;2;1;2;1;90;3;2;1
44.0333;3.73333;2;1;2;1;54;3;2;1
46.8167;6.3;1;1;2;2;65;3;2;1
47.1667;6.65;1;1;2;1;76;3;2;1
46.9333;6.31667;2;1;1;1;42;3;2;1
46.8833;6.38333;2;1;1;1;38;3;2;1
47.2333;6.06667;2;1;2;1;83;3;2;1
46.8333;6.41667;2;1;1;1;57;3;1;1
44.0056;4.13084;2;1;2;1;59;3;2;1
48.5833;2.56667;1;1;1;1;35;3;1;1
48.8167;2.83333;2;1;2;1;44;3;2;1
49.0833;3.06667;2;1;2;1;39;3;2;1
48.45;2.76667;1;1;2;1;36;3;2;1
43.8;4.25;2;1;1;1;51;3;1;1
47.8;2.2;2;1;2;1;50;3;1;1
47.8;2.2;1;1;2;1;55;3;1;1
50.7;2.91667;2;1;1;2;35;3;2;1
49.3833;2.5;2;1;2;1;33;3;2;1
49.3833;2.5;1;1;2;1;67;3;1;1
49.2667;1.88333;2;1;2;1;80;3;2;1
49.6333;2.98333;1;1;2;1;30;3;2;1
48.6667;2.85;2;1;2;1;63;3;2;1
48.9333;2.78333;2;1;2;1;55;3;2;1
48.4;2.7;2;1;2;1;55;3;2;1
48.4;2.7;2;1;2;1;65;3;2;1
45.75;6.3;2;1;2;1;72;3;2;1
48.5167;3.6;2;1;2;1;73;3;2;1
46.1667;-1.15;2;2;1;1;64;3;2;1
46.6667;-1.43333;1;2;2;1;30;3;2;1
47.3167;-1.73333;1;2;2;1;43;3;2;1
47.2833;-2.2;1;2;2;2;59;3;1;1
46.9667;-1.43333;1;2;1;1;30;3;2;1
47.3167;-1.73333;2;2;2;1;53;3;1;1
47.7667;-3.01667;1;2;2;1;29;3;2;1
47.9167;-3.33333;1;2;2;1;35;3;2;1
50.6667;3.15;1;2;2;1;68;3;1;1
50.35;3.43333;2;2;2;1;37;3;2;1
50.35;3.43333;2;2;2;1;51;3;2;1
50.6167;3.01667;1;2;2;1;42;3;2;1
50.6167;3.01667;1;2;2;1;38;3;2;1
50.2;3.58333;1;2;2;1;33;3;2;1
50.0;4.05;1;2;2;1;30;3;2;1
50.3667;3.28333;2;2;2;1;42;3;1;1
50.6333;3.23333;2;2;2;1;32;3;2;1
50.7167;3.15;1;2;1;2;50;3;2;1
50.7167;3.15;2;2;2;2;76;3;2;1
50.7167;3.15;1;2;2;2;39;3;2;1
50.6333;3.06667;2;2;2;1;75;3;2;1
50.0689;3.33584;2;2;1;1;41;3;1;1
43.3833;0.85;2;2;2;1;87;3;2;1
43.5333;1.53333;1;2;2;1;38;3;1;1
47.4333;4.78333;2;2;1;1;50;3;1;1
43.5323;3.86084;1;2;2;1;55;3;1;1
43.6;3.88333;1;2;2;1;42;3;2;1
49.15;0.216667;2;2;2;1;51;3;2;1
49.0667;-0.366667;1;2;2;1;37;3;2;1
49.0833;-0.6;1;2;2;1;30;3;2;1
48.8333;-0.883333;1;2;2;1;39;3;1;1
49.1833;-0.35;1;2;1;2;37;3;2;1
49.3167;-1.1;2;2;2;1;106;3;1;1
49.2167;-0.466667;1;2;2;1;29;3;1;1
49.1833;-0.35;1;2;2;2;39;3;1;1
48.8333;-0.883333;1;2;1;1;53;3;2;1
50.3167;2.5;2;2;2;2;61;3;2;1
50.8333;1.8;1;2;2;1;36;3;2;1
50.4;2.4;2;2;2;1;94;3;2;1
50.9333;2.1;1;2;1;2;30;3;2;1
50.4833;2.48333;1;2;2;2;56;3;1;1
50.3;2.775;1;2;2;1;47;3;1;1
50.45;2.68333;2;2;2;1;40;3;2;1
50.6667;1.83333;1;2;2;1;38;3;2;1
50.4833;1.61667;1;2;2;1;59;3;2;1
50.3667;1.66667;1;2;1;1;42;3;2;1
50.8333;1.8;1;2;2;1;32;3;2;1
50.5667;2.78333;1;2;2;1;63;3;1;1
50.4084;1.59278;2;2;2;1;54;3;2;1
47.8;0.916667;2;2;2;1;32;3;1;1
47.3589;1.74361;1;2;2;2;32;3;2;1
47.3589;1.74361;1;2;2;2;31;3;2;1
47.3589;1.74361;1;2;1;1;58;3;1;1
48.7;2.05;1;2;2;1;64;3;1;1
43.4833;-1.56667;2;2;2;1;46;3;2;1
46.3167;-0.583333;1;2;2;2;27;3;1;1
46.1234;-0.131667;2;2;2;2;103;3;1;1
43.9167;3.73333;1;2;2;1;40;3;1;1
44.5667;4.75;1;2;1;1;32;3;1;1
43.65;3.78333;1;2;2;1;42;3;1;1
43.65;3.55;2;2;2;1;74;3;2;1
43.6833;4.13333;1;2;2;1;32;3;1;1
43.4;3.68333;1;2;2;1;54;3;1;1
49.2667;2.46667;1;2;2;2;50;3;1;1
49.2667;2.46667;2;2;2;1;45;3;1;1
49.2667;2.46667;1;2;2;1;52;3;1;1
49.2667;2.46667;1;2;2;1;24;3;1;1
49.0333;-0.983333;1;2;2;1;38;3;2;1
49.65;-1.65;1;2;2;1;41;3;1;1
48.8333;-1.21667;1;2;2;1;30;3;2;1
43.4167;3.41667;1;2;2;1;41;3;2;1
44.65;-0.35;1;2;2;1;61;3;1;1
44.9;-0.733333;1;2;2;1;31;3;2;1
45.05;-0.666667;1;2;2;1;38;3;2;1
44.6667;-0.483333;1;2;2;1;42;3;1;1
44.6814;-0.528611;1;2;2;1;28;3;2;1
45.0167;-0.616667;1;2;2;1;35;3;2;1
44.1667;0.7;1;2;2;2;31;3;1;1
48.35;6.63333;1;2;2;2;29;3;1;1
43.4167;3.6;1;2;2;1;67;3;1;1
43.6;3.88333;2;2;2;1;40;3;2;1
43.6;3.88333;2;2;2;1;36;3;2;1
47.2667;6.21667;1;2;2;1;37;3;2;1
47.5333;6.83333;2;2;2;1;76;3;2;1
47.2333;6.36667;1;2;1;1;31;3;1;1
43.7333;4.2;1;2;2;1;51;3;1;1
48.3167;6.9;1;2;2;1;32;3;2;1
47.95;3.05;1;2;2;1;32;3;2;1
49.0333;2.33333;1;2;1;1;32;3;1;1
49.0;2.28333;1;2;2;2;75;3;1;1
49.0;2.51667;1;2;2;1;40;3;1;1
48.5833;2.56667;1;2;2;1;44;3;1;1
49.65;1.98333;1;2;2;1;32;3;2;1
49.6333;2.3;1;2;2;1;41;3;2;1
49.5667;2.3;2;2;2;1;66;3;2;1
48.9167;3.18333;1;2;2;1;31;3;1;1
48.5667;2.58333;1;2;2;2;24;3;2;1
48.8833;2.6;1;2;2;1;29;3;1;1
48.5;2.8;1;2;2;1;86;3;1;1
46.1;6.51667;2;2;2;1;67;3;2;1
45.9;6.71667;2;2;1;1;53;3;1;1
48.3;4.08333;1;2;2;2;31;3;1;1
48.4428;4.48917;2;2;1;1;91;3;2;1
47.6833;6.5;2;1;1;1;63;3;1;1
47.5;6.01667;2;1;1;1;33;3;1;1
47.6;0.6;2;1;2;1;45;3;2;1
49.9833;2.66667;2;1;1;1;49;3;1;1
47.4167;-1.1;2;1;2;1;94;3;2;1
47.1333;-1.73333;1;1;1;1;59;3;1;1
47.1167;-2.1;2;1;1;1;85;3;2;1
47.0833;-1.33333;2;1;1;1;37;3;2;1
47.1167;-2.1;1;1;2;1;59;3;1;1
47.4333;-2.08333;2;1;1;1;37;3;1;1
48.9333;2.73333;1;1;2;1;100;3;1;1
48.6359;2.79861;2;1;2;1;79;3;2;1
48.7333;2.76667;1;1;2;1;40;3;2;1
48.55;2.73333;2;1;2;1;44;3;1;1
48.55;3.21667;2;1;2;1;17;3;2;1
48.55;3.21667;2;1;2;1;20;3;2;1
48.9833;2.88333;2;1;2;1;45;3;2;1
45.75;0.583333;2;1;2;1;32;3;2;1
45.75;0.583333;2;1;2;1;32;3;2;1
46.05;0.233333;1;1;2;1;42;3;2;1
46.05;0.233333;1;1;2;1;51;3;2;1
45.7667;-0.133333;2;1;2;1;34;3;2;1
43.4;5.53333;1;1;2;1;44;3;2;1
43.8;4.66667;2;1;2;1;35;3;1;1
44.0167;1.98333;2;1;2;2;52;3;1;1
43.8833;2.55;2;1;1;1;53;3;1;1
43.5333;2.26667;2;1;1;1;88;3;1;1
43.6206;2.08945;2;1;2;1;34;3;1;1
43.6206;2.08945;2;1;2;1;52;3;1;1
49.0167;1.98333;2;1;1;1;42;3;2;1
43.7833;4.83333;2;1;2;1;36;3;1;1
43.7833;4.83333;2;1;2;1;90;3;2;1
43.6;5.48333;2;1;2;1;38;3;1;1
44.0;4.45;2;1;1;1;33;3;2;1
