latitude;longitude;descr_cat_veh;descr_agglo;descr_athmo;description_intersection;age;descr_grav;descr_motif_traj;descr_type_col
48.7;5.96667;2;1;2;1;34;1;2;4
48.8;2.18333;2;1;2;1;30;1;2;4
48.8;2.18333;2;1;2;1;82;1;2;4
48.8;2.18333;2;1;2;1;27;1;2;4
48.8;2.18333;2;1;2;1;88;1;2;4
48.8;2.18333;2;1;2;1;75;1;2;4
48.95;1.91667;2;1;2;1;67;1;1;4
48.95;1.91667;2;1;2;1;54;1;1;4
48.95;1.91667;2;1;2;1;36;1;1;4
48.95;1.91667;1;1;2;1;39;1;1;4
48.95;1.91667;1;1;2;1;40;1;1;4
49.9167;2.31667;2;1;2;1;49;1;2;4
42.55;2.96667;2;1;2;1;90;1;2;4
42.55;2.96667;2;1;2;1;42;1;2;4
42.55;2.96667;2;1;2;1;34;1;2;4
45.9333;-0.983333;1;1;2;2;48;1;2;4
45.75;-0.633333;2;1;2;1;51;1;2;4
45.75;-0.633333;2;1;2;1;55;1;2;4
45.75;-0.633333;2;1;2;1;59;1;2;4
46.1667;-1.15;2;1;2;1;70;1;1;4
48.6167;7.56667;2;1;1;1;81;1;1;4
48.6167;7.56667;2;1;1;1;56;1;1;4
48.5833;7.75;2;1;1;1;37;1;2;4
48.5833;7.75;2;1;1;1;35;1;1;4
43.8281;4.56334;2;1;2;1;78;1;2;4
46.7667;4.45;1;1;1;2;37;1;1;4
46.7667;4.45;1;1;1;2;55;1;1;4
46.7667;4.45;2;1;1;2;43;1;2;4
49.4833;2.05;1;1;2;2;43;1;1;4
49.55;2.75;2;1;2;1;63;1;2;4
49.55;2.75;2;1;2;1;40;1;2;4
48.5833;7.75;2;1;2;1;50;1;1;4
48.5833;7.75;2;1;2;1;68;1;2;4
48.7167;3.71667;2;1;2;1;52;1;2;4
48.25;3.31667;2;1;2;1;48;1;2;4
48.4333;3.75;2;1;2;1;26;1;2;4
48.4333;3.75;2;1;2;1;50;1;2;4
48.4333;3.75;2;1;2;1;23;1;2;4
48.4333;3.75;2;1;2;1;93;1;2;4
43.6167;1.35;2;1;2;1;23;1;2;4
43.6167;1.35;2;1;2;1;52;1;1;4
45.7333;4.8;1;1;2;1;55;1;1;4
43.4667;5.25;2;1;2;1;48;1;1;4
43.4667;5.25;2;1;2;1;44;1;1;4
43.4667;5.25;1;1;2;1;42;1;1;4
43.4667;5.25;1;1;2;1;46;1;1;4
45.7;4.86667;2;1;2;1;40;1;2;4
45.7;4.86667;2;1;2;1;61;1;2;4
45.6833;4.88333;2;1;2;1;34;1;2;4
45.6833;4.88333;2;1;2;1;47;1;1;4
45.6833;4.88333;2;1;2;1;56;1;2;4
44.2333;5.06667;2;1;2;1;64;1;2;4
47.2167;2.18333;1;1;1;1;41;1;1;4
47.2167;2.18333;2;1;1;1;47;1;1;4
47.2167;2.18333;2;1;1;1;49;1;1;4
45.75;4.96667;2;1;2;1;60;1;1;4
45.75;4.96667;2;1;2;1;33;1;1;4
45.75;4.96667;2;1;2;1;66;1;1;4
45.75;4.96667;2;1;2;1;48;1;1;4
45.6667;4.85;2;1;2;1;44;1;1;4
45.6667;4.85;1;1;2;1;57;1;1;4
44.8333;-0.633333;1;1;2;1;47;1;1;4
44.7667;-0.55;1;1;2;1;48;1;1;4
44.7667;-0.55;2;1;2;1;56;1;1;4
44.7667;-0.55;2;1;2;1;70;1;1;4
44.7667;-0.55;2;1;2;1;47;1;1;4
44.7667;-0.55;2;1;2;1;94;1;2;4
44.8;-0.616667;2;1;1;1;50;1;1;4
44.8;-0.616667;2;1;1;1;43;1;1;4
44.7667;-0.55;2;1;2;1;75;1;2;4
44.7667;-0.55;2;1;2;1;77;1;2;4
44.7667;-0.55;2;1;2;1;67;1;2;4
44.7667;-0.55;2;1;2;1;42;1;2;4
44.7667;-0.55;2;1;2;1;17;1;2;4
44.7667;-0.55;2;1;2;1;53;1;2;4
44.8333;-0.633333;2;1;2;1;49;1;2;4
44.8333;-0.633333;2;1;2;1;37;1;1;4
44.8333;-0.633333;1;1;2;1;63;1;1;4
44.8333;-0.633333;1;1;2;1;52;1;1;4
44.7667;-0.55;2;1;2;1;33;1;2;4
44.7667;-0.55;2;1;2;1;28;1;2;4
44.7667;-0.55;2;1;2;1;63;1;2;4
44.7667;-0.55;2;1;2;1;67;1;2;4
44.7667;-0.55;2;1;2;1;39;1;2;4
44.7667;-0.55;2;1;2;1;66;1;1;4
44.6333;-1.06667;2;1;2;1;35;1;2;4
44.75;-0.716667;2;1;2;1;72;1;2;4
44.75;-0.716667;2;1;2;1;35;1;2;4
44.7333;-0.683333;2;1;2;1;88;1;2;4
44.7333;-0.683333;2;1;2;1;15;1;2;4
44.7333;-0.683333;2;1;2;1;72;1;2;4
44.7333;-0.683333;2;1;2;1;45;1;2;4
44.7333;-0.683333;2;1;2;1;42;1;2;4
44.7333;-0.683333;2;1;2;1;68;1;2;4
46.4;4.43333;1;1;2;1;64;1;1;4
46.4;4.43333;1;1;2;1;64;1;1;4
46.4;4.43333;2;1;2;1;64;1;2;4
46.4;4.43333;1;1;2;1;64;1;2;4
43.1167;5.93333;1;1;2;1;74;1;1;4
43.1167;5.93333;1;1;2;1;61;1;1;4
43.1167;5.93333;2;1;2;1;70;1;1;4
43.1167;5.93333;2;1;2;1;75;1;1;4
43.1167;5.93333;1;1;2;1;42;1;1;4
43.1167;5.93333;1;1;2;1;49;1;1;4
48.0833;-1.68333;2;2;1;1;48;1;1;4
48.0833;-1.68333;2;2;2;1;40;1;1;4
48.0833;-1.68333;2;2;2;1;65;1;2;4
48.0833;-1.68333;2;2;1;1;38;1;1;4
44.2;0.616667;2;2;2;2;38;1;1;4
44.125;3.75833;2;2;2;1;38;1;2;4
44.0167;1.35;2;2;2;1;34;1;2;4
49.1833;6.9;2;2;2;1;76;1;1;4
49.1833;6.9;2;2;2;1;64;1;1;4
49.2;6.93333;1;2;2;1;49;1;2;4
49.2;6.93333;2;2;2;1;43;1;2;4
49.2;6.93333;2;2;2;1;58;1;2;4
49.3667;6.16667;2;2;2;1;58;1;1;4
49.3667;6.16667;2;2;2;1;57;1;2;4
43.3;-0.366667;2;2;2;1;45;1;2;4
43.3;-0.366667;2;2;2;1;52;1;2;4
43.4667;5.25;2;2;1;1;47;1;1;4
43.4667;5.25;2;2;1;1;48;1;2;4
47.75;7.33333;2;2;2;1;77;1;1;4
47.75;7.33333;2;2;2;1;78;1;2;4
47.6667;-2.75;2;2;2;1;50;1;1;4
48.5833;7.75;2;2;2;1;60;1;2;4
46.5833;0.333333;2;2;2;1;69;1;1;4
48.5833;7.75;2;2;2;1;46;1;1;4
48.5833;7.75;2;2;2;1;74;1;1;4
48.5833;7.75;2;2;2;1;51;1;2;4
48.5833;7.75;2;2;2;1;43;1;2;4
45.6917;4.93333;2;2;2;1;87;1;2;4
45.6833;4.88333;2;2;1;1;73;1;1;4
47.3167;5.01667;1;2;2;2;60;3;1;4
48.55;3.68333;1;1;2;1;41;3;2;4
42.9748;2.99306;2;1;2;1;50;3;2;4
43.1167;5.93333;2;1;2;1;91;3;2;4
43.8833;-0.5;1;2;2;1;95;3;2;4
47.3167;5.01667;2;2;2;1;35;3;2;4
48.8;2.06667;2;2;1;1;59;3;2;4
48.5167;-2.78333;1;2;1;2;68;3;1;4
42.375;9.52501;2;2;2;1;37;3;2;4
46.3167;-0.466667;1;2;2;2;34;3;2;4
44.0333;4.31667;1;2;1;1;69;3;2;4
47.3333;-0.066667;2;1;1;1;58;3;1;4
43.6167;1.08333;1;1;1;1;70;3;1;4
48.5333;7.63333;2;1;2;1;71;3;2;4
43.6;-1.41667;1;1;2;1;54;3;1;4
50.7;3.16667;2;1;2;1;51;3;1;4
50.7;3.16667;2;1;2;2;50;3;1;4
44.75;0.416667;2;1;2;1;64;3;1;4
47.8333;0.266667;2;1;2;1;41;3;1;4
44.5833;4.8;2;1;1;1;64;3;1;4
44.5833;4.8;2;1;1;1;83;3;2;4
44.5833;4.8;1;1;1;1;48;3;1;4
46.3167;-0.466667;2;1;2;1;70;3;1;4
42.9748;2.99306;1;1;2;1;55;3;1;4
48.5667;6.8;2;1;2;1;49;3;1;4
42.55;2.96667;1;1;2;1;70;3;2;4
45.75;-0.633333;2;1;2;1;81;3;2;4
45.75;-0.633333;2;1;2;1;92;3;2;4
48.6167;7.56667;2;1;1;1;55;3;1;4
49.55;2.75;2;1;2;1;39;3;2;4
48.4333;3.75;2;1;2;1;17;3;2;4
43.6167;1.35;2;1;2;1;70;3;2;4
46.6833;-0.866667;2;1;1;1;34;3;2;4
46.6833;-0.866667;2;1;1;1;32;3;2;4
44.6;-0.933333;1;1;2;1;81;3;1;4
44.6;-0.933333;2;1;2;1;61;3;2;4
44.6;-0.933333;2;1;2;1;38;3;2;4
44.6333;-1.06667;2;1;2;1;47;3;2;4
44.75;-0.716667;2;1;2;1;73;3;2;4
43.9333;5.0;2;2;2;1;81;3;1;4
43.9333;5.0;2;2;2;1;56;3;1;4
43.9333;5.0;2;2;2;1;65;3;1;4
47.75;7.33333;2;2;2;1;65;3;1;4
45.1833;0.716667;2;2;2;1;48;2;2;4
43.8833;-0.5;1;2;2;1;65;2;2;4
43.3333;-0.416667;2;2;2;1;91;2;2;4
43.4833;-1.48333;2;2;1;1;53;2;1;4
43.4833;-1.48333;2;2;1;1;41;2;1;4
43.3167;-0.4;2;2;2;1;45;2;2;4
43.3167;-0.4;2;2;2;1;61;2;2;4
47.3167;5.01667;2;2;2;2;43;2;1;4
47.3167;5.01667;2;2;1;1;46;2;1;4
47.3167;5.01667;2;2;2;1;34;2;2;4
47.3167;5.01667;1;2;2;2;46;2;1;4
48.7333;7.05;2;2;1;1;38;2;1;4
48.7333;7.05;2;2;1;1;46;2;1;4
46.3;4.83333;2;2;2;1;53;2;1;4
46.7833;4.9;1;2;2;1;32;2;2;4
46.3;4.83333;2;2;2;1;38;2;1;4
49.2;2.46667;2;2;2;1;42;2;1;4
48.4167;1.48333;2;2;2;1;94;2;2;4
48.4167;1.48333;2;2;2;1;17;2;2;4
48.4167;1.48333;2;2;2;1;59;2;2;4
48.4167;1.48333;2;2;2;1;56;2;2;4
48.4167;1.48333;2;2;2;1;56;2;2;4
44.8833;-0.65;2;2;1;1;52;2;1;4
43.6;1.43333;2;2;2;1;40;2;1;4
43.6;1.43333;2;2;2;1;85;2;1;4
43.6;1.43333;1;2;2;1;61;2;1;4
43.6;1.43333;2;2;1;1;43;2;2;4
43.6;1.43333;2;2;2;1;34;2;2;4
48.5;-2.71667;2;2;2;2;87;2;1;4
48.5;-2.71667;2;2;2;2;91;2;2;4
46.1667;-1.15;2;2;1;1;67;2;1;4
46.1667;-1.15;2;2;1;1;73;2;1;4
48.75;1.95;2;2;2;2;37;2;2;4
48.75;1.95;2;2;2;2;37;2;2;4
48.75;1.95;2;2;2;2;67;2;2;4
48.7833;1.95;2;2;2;2;65;2;1;4
48.5167;-2.78333;2;2;1;2;35;2;2;4
48.5167;-2.78333;1;2;1;2;32;2;2;4
48.5167;-2.78333;1;2;1;2;32;2;2;4
42.375;9.52501;2;2;2;1;61;2;1;4
48.0;0.2;2;2;2;1;44;2;1;4
48.0;0.2;2;2;2;1;52;2;1;4
48.0;0.2;2;2;2;1;36;2;2;4
48.0;0.2;2;2;2;1;43;2;2;4
48.0;0.2;2;2;2;1;15;2;1;4
43.2333;0.083333;2;2;1;1;71;2;1;4
43.1833;3.0;2;2;2;1;62;2;2;4
43.1833;3.0;2;2;2;1;53;2;1;4
43.1833;3.0;2;2;2;1;34;2;2;4
49.0167;1.15;2;2;2;1;92;2;2;4
49.0167;1.15;2;2;2;1;87;2;2;4
49.0167;1.15;2;2;2;1;63;2;2;4
46.55;0.416667;2;2;1;1;73;2;1;4
46.55;0.416667;2;2;1;1;48;2;1;4
46.55;0.416667;2;2;1;1;50;2;1;4
46.55;0.416667;2;2;1;1;19;2;1;4
46.5833;0.333333;1;2;2;2;45;2;2;4
43.8333;4.35;2;2;2;1;35;2;2;4
48.0833;-1.68333;2;2;1;1;95;2;2;4
41.4881;9.12945;2;1;1;1;37;2;1;4
41.4881;9.12945;2;1;1;1;43;2;1;4
41.4881;9.12945;2;1;1;1;78;2;1;4
49.3667;6.16667;2;1;2;1;41;2;1;4
47.2167;-1.55;1;1;2;1;42;2;1;4
43.1333;5.98333;2;1;2;1;78;2;1;4
43.1333;5.98333;2;1;2;1;87;2;2;4
43.1167;5.93333;2;1;2;1;78;2;2;4
43.1167;5.93333;2;1;2;1;56;2;2;4
43.1333;5.98333;2;1;2;1;43;2;2;4
43.1333;5.98333;2;1;2;1;53;2;1;4
42.6833;2.88333;2;1;2;1;82;2;2;4
42.6833;2.88333;2;1;2;1;35;2;2;4
42.6833;2.88333;2;1;2;1;44;2;1;4
47.3333;-0.066667;2;1;1;1;60;2;1;4
43.6333;5.1;1;1;2;1;35;2;1;4
43.6167;1.08333;2;1;1;1;52;2;1;4
48.55;7.71667;2;1;2;1;45;2;1;4
48.55;7.71667;2;1;2;1;41;2;1;4
48.5333;7.63333;2;1;2;1;25;2;2;4
48.5333;7.63333;2;1;2;1;21;2;2;4
45.7167;4.8;2;1;2;1;35;2;2;4
45.7167;4.8;2;1;2;1;26;2;2;4
45.7167;4.8;2;1;2;1;22;2;2;4
42.5167;2.15;1;1;2;1;45;2;1;4
48.5833;7.75;2;1;2;1;52;2;2;4
51.0167;2.43333;1;1;2;1;59;2;1;4
43.5833;0.333333;2;1;2;2;92;2;2;4
45.3;5.63333;2;1;2;1;47;2;1;4
48.55;3.68333;2;1;2;1;53;2;2;4
44.5833;4.8;2;1;1;1;55;2;1;4
44.5833;4.8;2;1;1;1;62;2;1;4
44.5833;4.8;2;1;1;1;37;2;1;4
44.5833;4.8;2;1;1;1;56;2;1;4
46.0167;6.18333;2;1;2;1;71;2;1;4
46.0167;6.18333;2;1;2;1;51;2;1;4
46.0167;6.18333;1;1;2;1;37;2;1;4
46.3167;-0.466667;2;1;2;1;55;2;1;4
48.65;6.18333;2;1;2;1;68;2;1;4
48.5667;6.8;1;1;2;1;45;2;1;4
48.6833;6.21667;2;1;2;1;79;2;2;4
48.7;5.96667;2;1;2;1;35;2;2;4
48.8;2.18333;2;1;2;1;56;2;2;4
48.8;2.18333;2;1;2;1;45;2;2;4
48.95;1.91667;1;1;2;1;44;2;1;4
48.95;1.91667;1;1;2;1;45;2;1;4
49.9167;2.31667;2;1;2;1;20;2;2;4
49.9167;2.31667;2;1;2;1;17;2;2;4
45.9333;-0.983333;2;1;2;2;39;2;2;4
45.9333;-0.983333;2;1;2;2;49;2;2;4
45.75;-0.633333;2;1;2;1;26;2;2;4
46.1667;-1.15;2;1;2;1;69;2;1;4
48.5833;7.75;1;1;1;1;90;2;2;4
46.7667;4.45;2;1;1;2;54;2;1;4
49.4833;2.05;2;1;2;2;36;2;1;4
48.5833;7.75;2;1;2;1;73;2;2;4
48.5833;7.75;2;1;2;1;50;2;2;4
48.7167;3.71667;2;1;2;1;34;2;1;4
48.7167;3.71667;2;1;2;1;58;2;1;4
48.25;3.31667;2;1;2;1;42;2;2;4
48.4333;3.75;2;1;2;1;47;2;2;4
43.6167;1.35;2;1;2;1;53;2;1;4
43.6167;1.35;2;1;2;1;70;2;2;4
43.6167;1.35;2;1;2;1;54;2;2;4
43.6167;1.35;2;1;2;1;26;2;2;4
43.6167;1.35;2;1;2;1;51;2;2;4
46.6833;-0.866667;2;1;1;1;32;2;2;4
45.7333;4.8;2;1;2;1;88;2;2;4
45.7333;4.8;2;1;2;1;88;2;2;4
43.4667;5.25;1;1;2;1;74;2;1;4
45.7;4.86667;1;1;2;1;46;2;2;4
45.6833;4.88333;2;1;2;1;73;2;1;4
47.2167;2.18333;2;1;1;1;43;2;1;4
47.2167;2.18333;2;1;1;1;53;2;1;4
45.75;4.96667;2;1;2;1;50;2;1;4
45.6667;4.85;2;1;2;1;42;2;1;4
44.7167;-0.516667;2;1;1;1;37;2;1;4
44.7167;-0.516667;2;1;1;1;51;2;1;4
44.8333;-0.633333;2;1;2;1;35;2;1;4
44.8333;-0.633333;1;1;2;1;40;2;1;4
44.7667;-0.55;1;1;2;1;48;2;1;4
44.7667;-0.55;2;1;2;1;64;2;1;4
44.7667;-0.55;2;1;2;1;31;2;2;4
44.7667;-0.55;2;1;2;1;61;2;2;4
44.7667;-0.55;2;1;2;1;44;2;2;4
44.8333;-0.633333;2;1;2;1;89;2;2;4
44.7667;-0.55;2;1;2;1;35;2;2;4
44.7333;-0.683333;2;1;2;1;73;2;2;4
44.7333;-0.683333;2;1;2;1;45;2;2;4
44.7333;-0.683333;2;1;2;1;70;2;2;4
44.7333;-0.683333;2;1;2;1;49;2;2;4
46.4;4.43333;2;1;2;1;49;2;2;4
43.1167;5.93333;2;1;2;1;87;2;2;4
43.1167;5.93333;1;1;2;1;74;2;2;4
43.1167;5.93333;1;1;2;1;55;2;2;4
43.1167;5.93333;2;1;2;1;40;2;2;4
43.1167;5.93333;2;1;2;1;41;2;2;4
48.0833;-1.68333;2;2;1;1;74;2;1;4
48.0833;-1.68333;2;2;2;1;50;2;1;4
44.2;0.616667;2;2;2;2;39;2;2;4
44.2;0.616667;2;2;2;2;65;2;1;4
44.2;0.616667;2;2;2;2;63;2;1;4
44.125;3.75833;2;2;2;1;67;2;2;4
49.1833;6.9;2;2;2;1;59;2;1;4
49.2;6.93333;2;2;2;1;41;2;2;4
49.3667;6.16667;2;2;2;1;42;2;2;4
43.3;-0.366667;2;2;2;1;103;2;2;4
43.4667;5.25;2;2;1;1;65;2;2;4
47.75;7.33333;2;2;2;1;36;2;1;4
48.5833;7.75;2;2;2;1;61;2;1;4
46.5833;0.333333;2;2;2;1;50;2;1;4
46.5833;0.333333;2;2;2;1;15;2;1;4
46.5833;0.333333;2;2;2;1;38;2;1;4
46.5833;0.333333;2;2;2;1;46;2;1;4
46.5833;0.333333;2;2;2;1;23;2;1;4
46.5833;0.333333;2;2;2;1;20;2;1;4
46.5833;0.333333;1;2;2;1;34;2;1;4
46.5833;0.333333;2;2;2;1;57;2;1;4
48.5833;7.75;2;2;2;1;15;2;2;4
48.5833;7.75;2;2;2;1;46;2;2;4
48.5833;7.75;1;2;2;1;37;2;1;4
45.6917;4.93333;2;2;2;1;40;2;2;4
45.6917;4.93333;2;2;2;1;46;2;2;4
47.5833;6.75;2;2;2;1;33;1;1;4
44.0167;1.35;2;2;2;2;32;1;2;4
44.0167;1.35;2;2;2;2;77;1;1;4
44.0167;1.35;2;2;2;2;33;1;1;4
48.5167;7.65;2;2;2;1;63;1;2;4
48.5167;7.65;2;2;2;1;38;1;2;4
48.5833;7.75;2;2;2;1;59;1;1;4
48.5833;7.75;2;2;2;1;55;1;1;4
43.6;3.88333;2;2;1;1;48;1;2;4
43.6;3.88333;2;2;1;1;66;1;2;4
45.5333;0.666667;2;2;2;1;49;1;1;4
45.5333;0.666667;2;2;2;1;53;1;1;4
43.8333;4.35;2;2;2;1;35;1;1;4
48.6833;6.2;2;2;1;2;45;1;2;4
48.6833;6.2;2;2;1;2;46;1;2;4
48.65;6.18333;2;2;2;2;34;1;1;4
48.65;6.18333;2;2;2;2;42;1;2;4
48.65;6.18333;2;2;2;2;58;1;2;4
49.6333;2.3;2;2;2;1;58;1;1;4
45.8667;6.13333;2;2;2;1;72;1;2;4
45.8667;6.13333;2;2;2;1;47;1;2;4
47.6667;-2.75;2;2;2;1;67;1;1;4
47.6667;-2.75;1;2;2;1;50;1;1;4
48.7;6.23333;2;2;2;1;50;1;2;4
48.7;6.23333;2;2;2;1;48;1;2;4
48.7;6.23333;2;2;2;1;76;1;2;4
48.6833;6.15;2;2;2;2;60;1;2;4
48.6833;6.15;2;2;2;2;65;1;2;4
48.6833;6.15;2;2;1;1;77;1;1;4
48.6833;6.15;2;2;1;1;37;1;1;4
48.6833;6.15;2;2;1;1;70;1;1;4
48.6833;6.2;2;2;2;1;57;1;1;4
48.6833;6.2;2;2;2;1;44;1;1;4
48.7167;6.26667;2;2;2;1;34;1;1;4
48.7167;6.26667;2;2;2;1;39;1;1;4
48.6833;6.2;2;2;2;2;45;1;1;4
48.6833;6.2;2;2;2;2;41;1;2;4
48.6833;6.2;2;2;2;2;38;1;2;4
42.6581;9.41445;1;2;2;1;37;1;1;4
42.6581;9.41445;2;2;2;1;84;1;2;4
49.8667;2.35;2;2;2;1;50;1;2;4
49.8667;2.35;2;2;2;1;39;1;2;4
49.8667;2.35;2;2;2;1;38;1;2;4
49.8667;2.35;2;2;2;1;54;1;2;4
46.1667;-1.15;2;2;2;1;35;1;1;4
46.1667;-1.15;2;2;2;1;77;1;1;4
48.5833;7.75;2;2;1;1;41;1;2;4
48.5833;7.75;1;2;1;1;47;1;1;4
46.5;5.4;2;2;2;1;47;1;2;4
43.4833;-1.56667;2;2;2;1;37;1;2;4
43.4833;-1.56667;2;2;2;1;42;1;2;4
43.3583;-1.7;2;2;2;1;76;1;1;4
43.3583;-1.7;2;2;2;1;70;1;2;4
43.3583;-1.7;2;2;2;1;36;1;2;4
43.4833;-1.56667;2;2;2;1;70;1;2;4
43.3;-0.366667;2;2;2;1;51;1;2;4
43.3;-0.366667;2;2;2;1;40;1;2;4
48.7333;1.36667;2;2;2;2;50;1;2;4
43.6;3.88333;2;2;1;1;60;1;2;4
43.6;3.88333;2;2;1;1;38;1;2;4
48.7833;1.95;1;2;2;1;67;1;2;4
49.0;2.38333;2;2;2;1;40;1;1;4
49.0;2.38333;2;2;2;1;66;1;1;4
49.0;2.38333;2;2;2;1;37;1;1;4
49.0;2.38333;2;2;2;1;52;1;1;4
47.3167;5.01667;2;2;1;2;48;1;1;4
47.3167;5.01667;2;2;2;2;52;1;2;4
47.3167;5.01667;2;2;2;1;81;1;2;4
47.3167;5.01667;2;2;2;1;35;1;2;4
49.3167;2.51667;1;2;2;2;31;1;2;4
49.3167;2.51667;2;2;2;2;87;1;2;4
43.7722;1.29361;2;2;2;2;50;1;2;4
43.7722;1.29361;2;2;2;2;44;1;2;4
43.6167;1.35;2;2;2;1;59;1;1;4
49.0167;2.1;2;2;2;1;81;1;2;4
49.0167;2.1;2;2;2;1;76;1;2;4
48.9833;2.45;2;2;2;1;68;1;1;4
45.5167;4.86667;2;2;2;1;44;1;2;4
45.5167;4.86667;2;2;2;1;44;1;2;4
45.5167;4.86667;2;2;2;1;61;1;1;4
45.5167;4.86667;2;2;2;1;77;1;2;4
48.4;4.41667;2;2;2;1;53;1;2;4
48.4;4.41667;2;2;2;1;43;1;2;4
48.4;4.41667;1;2;2;1;45;1;1;4
48.4;4.41667;1;2;2;1;62;1;2;4
48.6333;2.3;1;2;2;1;54;1;1;4
48.6333;2.3;2;2;2;1;49;1;1;4
45.8667;6.13333;2;2;2;1;39;1;2;4
45.8667;6.13333;1;2;2;1;39;1;2;4
43.4833;-1.56667;2;2;2;2;61;1;1;4
43.4833;-1.56667;1;2;2;2;32;1;1;4
43.3;-0.366667;2;2;2;2;53;1;2;4
43.3;-0.366667;1;2;2;2;76;1;2;4
43.3;-0.366667;1;2;2;2;81;1;2;4
43.3;-0.366667;1;2;2;2;55;1;2;4
48.0833;-1.68333;2;2;2;2;71;1;2;4
48.0833;-1.68333;2;2;2;2;71;1;1;4
48.0833;-1.68333;2;2;2;2;91;1;2;4
48.0833;-1.68333;2;2;2;1;37;1;1;4
48.0833;-1.68333;2;2;2;1;76;1;2;4
48.0833;-1.68333;2;2;2;1;54;1;1;4
48.0833;-1.68333;2;2;2;1;50;1;1;4
48.0833;-1.68333;2;2;2;2;46;1;2;4
48.0833;-1.68333;2;2;2;2;52;1;2;4
48.0833;-1.68333;2;2;2;2;73;1;2;4
45.8214;4.89833;2;2;2;1;44;1;2;4
44.8333;-0.633333;2;2;2;1;94;1;2;4
44.8333;-0.633333;2;2;2;1;39;1;2;4
44.8;-0.616667;1;2;2;2;41;1;1;4
44.8;-0.616667;2;2;2;2;38;1;1;4
44.8667;-0.533333;2;2;1;2;56;1;1;4
44.8667;-0.533333;1;2;1;2;68;1;1;4
43.1167;5.93333;1;1;2;1;50;1;1;4
43.1167;5.93333;2;1;2;1;48;1;1;4
43.1167;5.93333;2;1;2;1;73;1;1;4
43.1167;5.93333;1;1;2;1;58;1;1;4
45.6917;4.93333;2;1;2;1;57;1;2;4
45.6917;4.93333;2;1;2;1;38;1;2;4
45.6917;4.93333;2;1;2;1;28;1;2;4
45.6917;4.93333;2;1;2;1;36;1;2;4
45.6917;4.93333;2;1;2;1;56;1;1;4
45.6917;4.93333;2;1;2;1;64;1;1;4
48.0833;-1.68333;2;1;2;1;61;1;2;4
48.0833;-1.68333;2;1;2;1;40;1;2;4
48.0833;-1.68333;2;1;2;1;37;1;1;4
47.5;0.783333;2;1;2;1;96;1;2;4
47.5;0.783333;1;1;2;1;50;1;1;4
47.5;0.783333;2;1;2;1;51;1;2;4
47.3833;0.733333;1;1;2;1;60;1;1;4
47.45;-0.266667;2;1;2;1;47;1;2;4
47.45;-0.266667;2;1;2;1;80;1;2;4
47.45;-0.266667;2;1;2;1;39;1;2;4
48.2167;-1.7;1;1;2;1;58;1;1;4
48.0833;-1.68333;1;1;2;1;69;1;1;4
48.0833;-1.68333;2;1;2;1;47;1;1;4
45.7;4.86667;1;1;2;1;57;1;1;4
45.7;4.86667;2;1;2;1;67;1;1;4
45.7;4.86667;2;1;2;1;68;1;1;4
45.6917;4.93333;1;1;2;1;56;1;1;4
45.6917;4.93333;1;1;2;1;62;1;1;4
45.6917;4.93333;2;1;1;1;18;1;2;4
45.6917;4.93333;2;1;1;1;40;1;2;4
43.6167;-0.566667;1;1;2;1;63;1;2;4
43.6167;-0.566667;1;1;2;1;61;1;2;4
49.9167;2.08333;2;1;2;1;37;1;1;4
49.3;-1.55;2;1;1;1;64;1;2;4
49.1833;6.9;2;1;2;1;72;1;2;4
49.1833;6.9;2;1;2;1;45;1;2;4
49.3667;6.16667;2;1;2;1;44;1;1;4
49.3667;6.16667;2;1;2;1;50;1;1;4
49.0167;7.15;1;1;2;1;60;1;2;4
49.25;6.08333;2;1;1;1;49;1;1;4
48.5667;2.5;1;1;2;1;56;1;1;4
48.5667;2.5;2;1;2;1;76;1;2;4
48.7;2.25;2;1;1;1;43;1;1;4
48.7;2.25;2;1;1;1;50;1;2;4
48.7333;2.33333;2;1;2;1;58;1;1;4
48.7333;2.33333;2;1;2;1;41;1;1;4
48.75;6.98333;2;1;2;1;73;1;2;4
48.75;6.98333;2;1;2;1;77;1;2;4
48.75;6.98333;2;1;2;1;65;1;2;4
44.7333;-0.683333;2;1;2;1;46;1;2;4
44.7333;-0.683333;2;1;2;1;36;1;2;4
44.7333;-0.683333;2;1;2;1;72;1;2;4
44.7333;-0.683333;2;1;2;1;38;1;2;4
44.7333;-0.683333;2;1;2;1;69;1;2;4
44.7333;-0.683333;2;1;2;1;62;1;2;4
44.7333;-0.683333;2;1;2;1;37;1;2;4
44.7333;-0.683333;2;1;2;1;88;1;2;4
44.7333;-0.683333;2;1;2;1;85;1;2;4
44.7333;-0.683333;2;1;2;1;23;1;2;4
44.7333;-0.683333;2;1;2;1;20;1;2;4
44.7333;-0.683333;2;1;2;1;51;1;2;4
44.9167;-0.483333;2;1;2;1;52;1;2;4
44.9167;-0.483333;2;1;2;1;34;1;1;4
44.8;-0.616667;2;1;2;1;69;1;2;4
44.8;-0.616667;2;1;2;1;61;1;2;4
44.9917;-0.441667;1;1;2;1;45;1;1;4
44.9917;-0.441667;2;1;2;1;14;1;2;4
44.9917;-0.441667;2;1;2;1;45;1;2;4
44.9917;-0.441667;2;1;2;1;53;1;2;4
45.1167;-0.333333;1;1;2;1;73;1;1;4
45.1167;-0.333333;1;1;2;1;65;1;1;4
47.3;5.63333;2;1;2;1;66;1;1;4
